[18/Jul/2022 23:44:36.791]INFO [django.server:161] "GET /staticfiles/admin/fonts/Roboto-Regular-webfont.woff HTTP/1.1" 200 85876
[18/Jul/2022 23:44:36.791]INFO [django.server:161] "GET /staticfiles/admin/fonts/Roboto-Light-webfont.woff HTTP/1.1" 200 85692
[18/Jul/2022 23:46:26.288]WARNING [django.request:224] Bad Request: /api/v1/user/profile/personal
[18/Jul/2022 23:46:26.551]WARNING [django.request:224] Bad Request: /api/v1/user
[18/Jul/2022 23:46:26.888]WARNING [django.request:224] Bad Request: /api/v1/user
[18/Jul/2022 23:51:49.076]INFO [django.utils.autoreload:637] Watching for file changes with StatReloader
[18/Jul/2022 23:52:36.720]WARNING [django.request:224] Bad Request: /api/v1/user/profile/personal
[18/Jul/2022 23:52:36.978]WARNING [django.request:224] Bad Request: /api/v1/user
[18/Jul/2022 23:52:37.297]WARNING [django.request:224] Bad Request: /api/v1/user
[19/Jul/2022 00:09:55.196]WARNING [django.request:224] Bad Request: /api/v1/user/profile/personal
[19/Jul/2022 00:11:48.682]WARNING [django.request:224] Bad Request: /api/v1/user
[19/Jul/2022 00:11:48.961]WARNING [django.request:224] Bad Request: /api/v1/user
[19/Jul/2022 00:13:16.202]WARNING [django.request:224] Bad Request: /api/v1/user/profile/personal
[19/Jul/2022 00:14:11.472]WARNING [django.request:224] Bad Request: /api/v1/user
[19/Jul/2022 00:14:11.750]WARNING [django.request:224] Bad Request: /api/v1/user
[19/Jul/2022 00:14:22.815]WARNING [django.request:224] Bad Request: /api/v1/user/profile/personal
[19/Jul/2022 00:22:28.960]WARNING [django.request:224] Bad Request: /api/v1/user
[19/Jul/2022 00:22:29.239]WARNING [django.request:224] Bad Request: /api/v1/user
[19/Jul/2022 00:23:06.523]WARNING [django.request:224] Bad Request: /api/v1/user
[19/Jul/2022 00:23:06.807]WARNING [django.request:224] Bad Request: /api/v1/user
[19/Jul/2022 00:26:29.896]WARNING [django.request:224] Bad Request: /api/v1/user
[19/Jul/2022 00:26:30.172]WARNING [django.request:224] Bad Request: /api/v1/user
[19/Jul/2022 00:33:19.193]WARNING [django.request:224] Bad Request: /api/v1/user
[19/Jul/2022 00:33:19.469]WARNING [django.request:224] Bad Request: /api/v1/user
[19/Jul/2022 00:33:35.359]WARNING [django.request:224] Bad Request: /api/v1/user/profile/personal
[19/Jul/2022 00:34:19.312]WARNING [django.request:224] Bad Request: /api/v1/user
[19/Jul/2022 00:34:19.591]WARNING [django.request:224] Bad Request: /api/v1/user
[19/Jul/2022 00:36:07.392]WARNING [django.request:224] Bad Request: /api/v1/user/profile/personal
[19/Jul/2022 00:36:10.158]WARNING [django.request:224] Bad Request: /api/v1/user
[19/Jul/2022 00:36:10.434]WARNING [django.request:224] Bad Request: /api/v1/user
[19/Jul/2022 00:42:07.603]WARNING [django.request:224] Bad Request: /api/v1/user/profile/personal
[19/Jul/2022 00:44:16.786]WARNING [django.request:224] Bad Request: /api/v1/user
[19/Jul/2022 00:44:17.064]WARNING [django.request:224] Bad Request: /api/v1/user
[19/Jul/2022 00:44:46.316]WARNING [django.request:224] Bad Request: /api/v1/user/profile/personal
[19/Jul/2022 00:44:49.450]WARNING [django.request:224] Bad Request: /api/v1/user
[19/Jul/2022 00:44:49.726]WARNING [django.request:224] Bad Request: /api/v1/user
[19/Jul/2022 00:45:23.743]WARNING [django.request:224] Bad Request: /api/v1/user/profile/personal
[19/Jul/2022 00:46:22.004]WARNING [django.request:224] Bad Request: /api/v1/user
[19/Jul/2022 00:46:22.284]WARNING [django.request:224] Bad Request: /api/v1/user
[19/Jul/2022 00:47:40.221]WARNING [django.request:224] Bad Request: /api/v1/user/profile/personal
[19/Jul/2022 00:54:36.058]WARNING [django.request:224] Bad Request: /api/v1/user
[19/Jul/2022 00:54:36.341]WARNING [django.request:224] Bad Request: /api/v1/user
